"C0300565","LIVE OAK ATHLETIC ASSOCIATION","03/29/1955","CALIFORNIA","DOMESTIC NONPROFIT","FTB SUSPENDED","*","*","*"
"C0300566","THE HILLSDALE COMMUNITY CLUB OF SAN DIEGO COUNTY","03/29/1955","CALIFORNIA","DOMESTIC NONPROFIT","DISSOLVED","*","*","*"
"C0300567","GRANADA HILLS OPTIMIST CLUB","03/29/1955","CALIFORNIA","DOMESTIC NONPROFIT","FTB SUSPENDED","*","*","8337 BLEWETT AVE
SEPULVEDA CA 91343"
"C0300568","THE DRESDENS, INC.","03/29/1955","CALIFORNIA","DOMESTIC NONPROFIT","FTB SUSPENDED","*","*","*"
"C0300569","GOLDEN WEST FOUNDATION, INC.","03/29/1955","CALIFORNIA","DOMESTIC NONPROFIT","FTB SUSPENDED","*","*","*"
"C0300570","HORSEMENS BENEVOLENT AND PROTECTIVE ASSOCIATION","03/30/1955","RHODE ISLAND","FOREIGN NONPROFIT","SURRENDER","C T CORPORATION SYSTEM (C0168406)
To find the most current California registered Corporate Agent for Service of Process address and authorized employee(s) information, click the link above and then select the most current 1505 Certificate.","*","6000 EXECUTIVE BLVD STE 317
ROCKVILLE MD 20852"
"C0300572","URICK & HOLLIS","03/30/1955","CALIFORNIA","DOMESTIC STOCK","FTB SUSPENDED","*","*","5772 CAMINO DEL REY
SAN LUIS REY DOWNS CA 92003"
"C0300573","UPLAND SAVINGS AND LOAN ASSOCIATION","03/30/1955","CALIFORNIA","DOMESTIC STOCK","MERGED OUT","C RICHARD HIELD
188 N EUCLID AVE
UPLAND CA 91786","*","P O BOX 580
UPLAND CA 91786"
"C0300575","LESTER RUBEN CORPORATION NO. 2","03/30/1955","CALIFORNIA","DOMESTIC STOCK","DISSOLVED","*","*","*"
"C0300576","COFFEE-BREAK-O-MATIC","03/30/1955","CALIFORNIA","DOMESTIC STOCK","FTB SUSPENDED","*","*","*"
"C0300578","SWIFT-CHAPLIN DISTRIBUTORS, INC.","03/30/1955","CALIFORNIA","DOMESTIC STOCK","DISSOLVED","*","*","*"
"C0300580","BEST-O-CAL FROZEN","03/30/1955","CALIFORNIA","DOMESTIC STOCK","FTB SUSPENDED","*","*","*"
"C0300581","ASSOCIATED ELECTRICAL","03/30/1955","CALIFORNIA","DOMESTIC STOCK","DISSOLVED","*","*","646 NORTH BEACHWOOD DR.
LOS ANGELES CA 90004"
"C0300582","B. F. G. BLDRS.","03/30/1955","CALIFORNIA","DOMESTIC STOCK","FTB SUSPENDED","*","*","*"
"C0300583","CAL-COBRA OIL CORPOATION","03/30/1955","CALIFORNIA","DOMESTIC STOCK","FTB SUSPENDED","*","*","*"
"C0300585","CASSEL INVESTMENT CO.","03/30/1955","CALIFORNIA","DOMESTIC STOCK","DISSOLVED","J C DUNAS
9021 MELROSE AVE #301
LOS ANGELES CA 90069","*","8539 SUNSET BLVD
LOS ANGELES CA 90069"
"C0300586","TILLIE INVESTMENT CO.","03/30/1955","CALIFORNIA","DOMESTIC STOCK","DISSOLVED","J C DUNAS
9021 MELROSE AVE #301
LOS ANGELES CA 90069","*","9021 MELROSE AVE #301
LOS ANGELES CA 90069"
"C0300588","W.C.U. PRODUCTS, INC.","03/30/1955","CALIFORNIA","DOMESTIC STOCK","DISSOLVED","*","*","*"
"C0300590","INTER-WORLD FORWARDING COMPANY","03/31/1955","CALIFORNIA","DOMESTIC STOCK","FTB SUSPENDED","*","*","*"
"C0300592","PISANI PRINTING CO.","03/30/1955","CALIFORNIA","DOMESTIC STOCK","SOS/FTB SUSPENDED","MICHEL PISANI SR
301 E GRAND AVE
SOUTH SAN FRANCISCO CA 94080","*","301 E GRAND AVE
SOUTH SAN FRANCISCO CA 94080"
"C0300595","GRAFF CALIFORNIAWEAR","03/30/1955","CALIFORNIA","DOMESTIC STOCK","DISSOLVED","A. CHARLES WILSON, ATTY.
1801 CENTURY PARK EAST, 16TH FLOOR
LOS ANGELES CA 90067","1515 EAST 15TH STREET
LOS ANGELES CA 90021","1515 EAST 15TH STREET
LOS ANGELES CA 90021"
"C0300596","CHANTICLEER BUSINESS SERVICES","03/30/1955","CALIFORNIA","DOMESTIC STOCK","FTB SUSPENDED","*","*","*"
"C0300601","WILDWOOD PARK, INC.","03/30/1955","CALIFORNIA","DOMESTIC STOCK","MERGED OUT","*","*","*"
"C0300604","MAC RENTS EVERYTHING, INC.","03/30/1955","CALIFORNIA","DOMESTIC STOCK","FTB SUSPENDED","MARY E. MARX
1456 W. 166TH STREET
GARDENA CA 90247","1456 W. 166TH STREET
GARDENA CA 90247","1456 W. 166TH STREET
GARDENA CA 90247"
"C0300605","LAWSON SIGN SERVICE INCORPORATED","03/30/1955","CALIFORNIA","DOMESTIC STOCK","FTB SUSPENDED","*","*","*"
"C0300606","LAKEWOOD CHURCH OF CHRIST","03/30/1955","CALIFORNIA","DOMESTIC NONPROFIT","ACTIVE","TERRANCE ECKBERG
20892 SPINDRIFT LANE
HUNTINGTON BEACH CA 92646","*","6500 E DEL AMO BL.
LAKEWOOD CA 90713"
"C0300607","TRI-CITY HOSPITAL AUXILIARY","03/30/1955","CALIFORNIA","DOMESTIC NONPROFIT","ACTIVE","MARY L GLEISBERG
4002 VISTA WAY
OCEANSIDE CA 92056","4002 VISTA WAY
OCEANSIDE CA 92056","4002 VISTA WAY
OCEANSIDE CA 92056"
"C0300608","UNITED CIVIL AVIATION ASSOCIATION, INC.","03/30/1955","CALIFORNIA","DOMESTIC NONPROFIT","FTB SUSPENDED","*","*","*"
"C0300609","HOLY KING SOLOMON BAPTIST CHURCH, INC.","03/30/1955","CALIFORNIA","DOMESTIC NONPROFIT","FTB SUSPENDED","*","*","*"
"C0300611","NORTH TAHOE FIRE CONTROL","03/30/1955","CALIFORNIA","DOMESTIC NONPROFIT","FTB SUSPENDED","*","*","*"
"C0300612","THE HOOPA GUN CLUB OF HOOPA, CALIFORNIA","03/29/1955","CALIFORNIA","DOMESTIC NONPROFIT","FTB SUSPENDED","*","*","*"
"C0300613","SUBDIVIDERS DEVELOPMENT CORPORATION","03/31/1955","CALIFORNIA","DOMESTIC STOCK","FTB SUSPENDED","*","*","*"
"C0300614","LEE & SMITH","03/31/1955","CALIFORNIA","DOMESTIC STOCK","DISSOLVED","*","*","*"
"C0300615","UNION BAPTIST CHURCH OF VALLEJO","03/31/1955","CALIFORNIA","DOMESTIC NONPROFIT","ACTIVE","J C BOHANON
1041 5TH ST
VALLEJO CA 94590","128 ENCERTI AVE
VALLEJO CA 94589","128 ENCERTI AVE
VALLEJO CA 94589"
"C0300616","WILLIAM A. PAGE, INC.","03/30/1955","CALIFORNIA","DOMESTIC STOCK","DISSOLVED","*","*","*"
"C0300617","JABE INCORPORATED","03/30/1955","CALIFORNIA","DOMESTIC STOCK","FTB SUSPENDED","*","*","P O BOX 4456
BURLINGAME CA 94010"
"C0300624","SPITZKA MANUFACTURING COMPANY","03/31/1955","CALIFORNIA","DOMESTIC STOCK","FTB SUSPENDED","*","*","*"
"C0300625","WORLD-WIDE ADVENTURES, INC.","03/31/1955","NEVADA","FOREIGN STOCK","SOS FORFEITED","J W HAYES
551 DALEHURST AVE
LOS ANGELES CA 90024","*","% J W HAYES, 551 DALEHURST AVENUE
LOS ANGELES CA 90024"
"C0300626","WESTERN AUTO SUPPLY COMPANY","03/31/1955","MISSOURI","FOREIGN STOCK","SURRENDER","*","*","*"
"C0300627","DENA MUSIC, INC.","03/31/1955","CALIFORNIA","DOMESTIC STOCK","DISSOLVED","MANNY FLEKMAN
9171 WILSHIRE BLVD #530
BEVERLY HILLS CA 90210","9171 WILSHIRE BLVD #530
BEVERLY HILLS CA 90210","9171 WILSHIRE BLVD #530
BEVERLY HILLS CA 90210"
"C0300628","BRADCO CONSTRUCTION CO.","03/31/1955","CALIFORNIA","DOMESTIC STOCK","FTB SUSPENDED","*","*","*"
"C0300629","ATOMIC AGE AUTOS INC.","03/31/1955","CALIFORNIA","DOMESTIC STOCK","FTB SUSPENDED","*","*","*"
"C0300630","ARENETT TRUCKING CO.","03/31/1955","CALIFORNIA","DOMESTIC STOCK","FTB SUSPENDED","*","*","*"
"C0300631","AMERO CONSTRUCTION CO., INC.","03/31/1955","CALIFORNIA","DOMESTIC STOCK","FTB SUSPENDED","*","*","*"
"C0300634","H.G.S., INC.","03/31/1955","CALIFORNIA","DOMESTIC STOCK","DISSOLVED","*","*","*"
"C0300637","BETA DEVELOPMENT CO.","03/31/1955","CALIFORNIA","DOMESTIC STOCK","FTB SUSPENDED","*","*","*"
"C0300638","L T & O CONSTRUCTION COMPANY","03/31/1955","CALIFORNIA","DOMESTIC STOCK","FTB SUSPENDED","*","*","*"
"C0300640","PREMIUM PLASTICS, INC.","03/31/1955","CALIFORNIA","DOMESTIC STOCK","SOS/FTB SUSPENDED","HARVEY GILMER
15548 VERMONT AVE.
PARAMOUNT CA 90723","15548 VERMONT AVE.
PARAMOUNT CA 90723","15548 VERMONT AVE.
PARAMOUNT CA 90723"
"C0300644","SILAS A. MATTINGLY & SONS, INC.","03/31/1955","CALIFORNIA","DOMESTIC STOCK","DISSOLVED","*","*","*"
"C0300645","NOVA-TECH, INC.","03/31/1955","CALIFORNIA","DOMESTIC STOCK","FTB SUSPENDED","*","*","611 W 6TH ST
L A CA 90017"
"C0300646","WESTERN BODY & HOIST CO.","03/31/1955","CALIFORNIA","DOMESTIC STOCK","DISSOLVED","*","*","1960 E. SLAUSON AVE.
HUNTINGTON PARK CA 90255"
"C0300647","WATSON INDUSTRIES, INC.","03/31/1955","CALIFORNIA","DOMESTIC STOCK","FTB SUSPENDED","*","*","*"
"C0300648","VARD WALLACE CORP.","03/31/1955","CALIFORNIA","DOMESTIC STOCK","DISSOLVED","*","*","*"
"C0300649","VALLEY AUTO ACCESSORIES, INC.","03/31/1955","CALIFORNIA","DOMESTIC STOCK","DISSOLVED","*","*","*"
"C0300650","TREAT DEVELOPMENT CO., INC.","03/31/1955","CALIFORNIA","DOMESTIC STOCK","DISSOLVED","*","*","*"
"C0300651","BELKEITH CORPORATION","03/31/1955","CALIFORNIA","DOMESTIC STOCK","SOS/FTB SUSPENDED","BERT ROSENBLATT
4123 LANKERSHIM BLVD.
TOLUCA LAKE CA 91602","4123 LANKERSHIM BLVD.
TOLUCA LAKE CA 91602","4123 LANKERSHIM BLVD.
TOLUCA LAKE CA 91602"
"C0300654","GORDON ENTERPRISES, INC.","03/31/1955","CALIFORNIA","DOMESTIC STOCK","DISSOLVED","LOUIS R BAKER
626 WILSHIRE BLVD STE 700
LOS ANGELES CA 90017","*","160 N CRESCENT DR RM #8
BEVERLY HILLS CA 90210"
"C0300655","CENTRAL ALLIED HOME BUILDERS, INC.","03/31/1955","CALIFORNIA","DOMESTIC STOCK","DISSOLVED","*","*","*"
"C0300656","COMMUNITY AND INDUSTRIAL DEVELOPMENT CORPORATION","03/31/1955","CALIFORNIA","DOMESTIC STOCK","FTB SUSPENDED","*","*","*"
"C0300657","CASTLE ESTATES","03/31/1955","CALIFORNIA","DOMESTIC STOCK","FTB SUSPENDED","*","*","*"
"C0300659","CATALINA CREDIT UNION","03/31/1955","CALIFORNIA","DOMESTIC NONPROFIT","FTB SUSPENDED","*","*","*"
"C0300660","THE ALHAMBRA KIWANIS FOUNDATION","03/31/1955","CALIFORNIA","DOMESTIC NONPROFIT","SOS/FTB SUSPENDED","PAUL FEELY
552 N MILTON
SAN GABRIEL CA 91775","*","146 S PALM
ALHAMBRA CA 91802"
"C0300661","THE 'B' FLYING CLUB, INC.","03/31/1955","CALIFORNIA","DOMESTIC NONPROFIT","FTB SUSPENDED","*","*","*"
"C0300662","HACIENDA PARENT-TEACHER ASSOCIATION","03/31/1955","CALIFORNIA","DOMESTIC NONPROFIT","FTB SUSPENDED","*","*","1245 HACIENDA BLVD.
LA HABRA CA 90631"
"C0300663","MARKSON CALIFORNIA FOUNDATION","03/31/1955","CALIFORNIA","DOMESTIC NONPROFIT","FTB SUSPENDED","*","*","554 S. SAN VICENTE BLVD.
LOS ANGELES CA 90048"
"C0300664","NINA ANDERTON FOUNDATION","03/31/1955","CALIFORNIA","DOMESTIC NONPROFIT","DISSOLVED","*","*","778 SARBONNE ROAD
LOS ANGELES CA 90024"
"C0300665","THE NORTH AMERICAN PONY CLUB, INC.","03/31/1955","CALIFORNIA","DOMESTIC NONPROFIT","FTB SUSPENDED","*","*","*"
"C0300666","NORTHERN CALIFORNIA ASSOCIATION OF RELIGIOUS SCIENCE MINISTERS","03/31/1955","CALIFORNIA","DOMESTIC NONPROFIT","FTB SUSPENDED","*","*","*"
"C0300667","PRINCE OF PEACE LUTHERAN CHURCH OF CENTERVILLE, CALIFORNIA","03/31/1955","CALIFORNIA","DOMESTIC NONPROFIT","ACTIVE","LINDA PATEL
38451 FREMONT BLVD
FREMONT CA 94536","38451 FREMONT BLVD
FREMONT CA 94536","38451 FREMONT BLVD
FREMONT CA 94536"
"C0300668","QUAKER BROTHERHOOD","03/31/1955","CALIFORNIA","DOMESTIC STOCK","DISSOLVED","*","*","*"
"C0300669","SERVICE GUILD","03/31/1955","CALIFORNIA","DOMESTIC NONPROFIT","DISSOLVED","ARNOLD E BROWNER
8225 READING AVE
LOS ANGELES CA 90045","8225 READING AVE
LOS ANGELES CA 90045","8225 READING AVE.
LOS ANGELES CA 90045"
"C0300670","SILVER LAKE UNIT OF JEHOVAH'S WITNESSES","03/31/1955","CALIFORNIA","DOMESTIC NONPROFIT","DISSOLVED","KENNETH A. BARWICK
4145 MELROSE AVE.
LOS ANGELES CA 90029","4145 MELROSE AVE.
LOS ANGELES CA 90029","4145 MELROSE AVE.
LOS ANGELES CA 90029"
"C0300671","SOUTH SUTTER RECREATION ASSOCIATION, INC.","03/31/1955","CALIFORNIA","DOMESTIC NONPROFIT","ACTIVE","DALE DAVIS
3792 EL CENTRO BLVD
NICOLAUS CA 95659","3792 EL CENTRO BLVD
NICALAUS CA 95659","PO BOX 225
NICOLAUS CA 95659"
"C0300672","THE I.A. OF M. WELFARE BUILDING INC.,","03/31/1955","CALIFORNIA","DOMESTIC NONPROFIT","FTB SUSPENDED","RONALD PERRY
1450 ROLLINS RD
BURLINGAME CA 94010","*","1450 ROLLINS ROAD
BURLINGAME CA 94010"
"C0300673","CALIFORNIA BUMPER REFINISHERS ASSOCIATION, INC.","03/31/1955","CALIFORNIA","DOMESTIC NONPROFIT","FTB SUSPENDED","*","*","*"
"C0300675","NATUS CORPORATION","03/31/1955","MARYLAND","FOREIGN STOCK","SURRENDER","*","*","*"
"C0300676","VIEWPOINT RANCHES, INC.","04/01/1955","CALIFORNIA","DOMESTIC STOCK","DISSOLVED","*","*","*"
"C0300677","JUL-ADA CORP.","03/31/1955","CALIFORNIA","DOMESTIC STOCK","DISSOLVED","PETER BROZOVICH
1017 E EL SEGUNDO BLVD
EL SEGUNDO CA 90245","1017 E EL SEGUNDO BLVD
EL SEGUNDO CA 90245","BOX 547
EL SEGUNDO CA 90245"
"C0300680","ATOMIC GROWTH STOCKS, INC.","04/01/1955","DELAWARE","FOREIGN STOCK","FTB FORFEITED","*","*","*"
"C0300681","ALL-COVERAGE UNDERWRITERS","04/01/1955","CALIFORNIA","DOMESTIC STOCK","FTB SUSPENDED","*","*","600 S CMMNWELTH-1401
L A CA 90005"
"C0300682","HOKANSON BUILDING BLOCK CO","04/01/1955","CALIFORNIA","DOMESTIC STOCK","FTB SUSPENDED","FRANS RODENBURG
6720 FOLSOM BLVD #207
SACRAMENTO CA 95819","6720 FOLSOM BLVD #207
SACRAMENTO CA 95819","PO BOX 214664
SACRAMENTO CA 95819"
"C0300686","LENNEY HOMES UNIT 1, INC.","03/31/1955","CALIFORNIA","DOMESTIC STOCK","DISSOLVED","*","*","*"
"C0300687","LENNEY HOMES UNIT 2, INC.","03/31/1955","CALIFORNIA","DOMESTIC STOCK","DISSOLVED","*","*","*"
"C0300688","LENNEY HOMES UNIT 3, INC.","03/31/1955","CALIFORNIA","DOMESTIC STOCK","DISSOLVED","*","*","*"
"C0300689","LENNEY HOMES UNIT 4, INC.","03/31/1955","CALIFORNIA","DOMESTIC STOCK","DISSOLVED","*","*","*"
"C0300690","LENNEY HOMES UNIT 5, INC.","03/31/1955","CALIFORNIA","DOMESTIC STOCK","DISSOLVED","*","*","*"
"C0300691","LENNEY HOMES UNIT 6, INC.","03/31/1955","CALIFORNIA","DOMESTIC STOCK","DISSOLVED","*","*","*"
"C0300692","LENNEY HOMES UNIT 7, INC.","03/31/1955","CALIFORNIA","DOMESTIC STOCK","DISSOLVED","*","*","*"
"C0300693","LENNEY HOMES UNIT 8, INC.","03/31/1955","CALIFORNIA","DOMESTIC STOCK","DISSOLVED","*","*","*"
"C0300694","LENNEY HOMES UNIT 9, INC.","03/31/1955","CALIFORNIA","DOMESTIC STOCK","DISSOLVED","*","*","*"
"C0300695","LENNEY HOMES UNIT 10, INC.","03/31/1955","CALIFORNIA","DOMESTIC STOCK","DISSOLVED","*","*","*"
"C0300696","LENNEY HOMES UNIT 11, INC.","03/31/1955","CALIFORNIA","DOMESTIC STOCK","DISSOLVED","*","*","*"
"C0300697","LENNEY HOMES UNIT 12, INC.","03/31/1955","CALIFORNIA","DOMESTIC STOCK","DISSOLVED","*","*","*"
"C0300698","LENNEY HOMES UNIT 13, INC.","03/31/1955","CALIFORNIA","DOMESTIC STOCK","DISSOLVED","*","*","*"
"C0300699","LENNEY HOMES UNIT 14, INC.","03/31/1955","CALIFORNIA","DOMESTIC STOCK","DISSOLVED","*","*","*"
"C0300700","LENNEY HOMES UNIT 15, INC.","03/31/1955","CALIFORNIA","DOMESTIC STOCK","DISSOLVED","*","*","*"
"C0300701","LENNEY HOMES UNIT 16, INC.","03/31/1955","CALIFORNIA","DOMESTIC STOCK","DISSOLVED","*","*","*"
"C0300702","LENNEY HOMES UNIT 17, INC.","03/31/1955","CALIFORNIA","DOMESTIC STOCK","DISSOLVED","*","*","*"
"C0300703","LENNEY HOMES UNIT 18, INC.","03/31/1955","CALIFORNIA","DOMESTIC STOCK","DISSOLVED","*","*","*"
"C0300704","LENNEY HOMES UNIT 19, INC.","03/31/1955","CALIFORNIA","DOMESTIC STOCK","DISSOLVED","*","*","*"
"C0300705","LENNEY HOMES UNIT 20, INC.","03/31/1955","CALIFORNIA","DOMESTIC STOCK","DISSOLVED","*","*","*"
"C0300706","LENNEY HOMES UNIT 21, INC.","03/31/1955","CALIFORNIA","DOMESTIC STOCK","DISSOLVED","*","*","*"
"C0300708","HENRY WATSON, INCORPORATED","03/31/1955","CALIFORNIA","DOMESTIC STOCK","FTB SUSPENDED","*","*","170 E 17TH ST
COSTA MESA CA 92627"
"C0300711","KINGS PARK, INC.","03/31/1955","CALIFORNIA","DOMESTIC STOCK","ACTIVE","KIRKWOOD L BARR
1481 CIRCLE DR
SANGER CA 93657","1481 CIRCLE DR
SANGER CA 93657","PO BOX 307
SANGER CA 93657"
"C0300712","KAHANE'S VARIETY STORE INC.","03/31/1955","CALIFORNIA","DOMESTIC STOCK","DISSOLVED","*","*","*"
"C0300714","GARRY GROVER, INC.","03/31/1955","CALIFORNIA","DOMESTIC STOCK","DISSOLVED","*","*","114 BUCHANAN CIRCLE
PACHECO CA 94553"
"C0300717","NU-WAY CONSTRUCTION CO.","03/31/1955","CALIFORNIA","DOMESTIC STOCK","FTB SUSPENDED","*","*","*"
"C0300718","NATIONAL PROPERTIES, INC.","03/31/1955","CALIFORNIA","DOMESTIC STOCK","FTB SUSPENDED","*","*","*"
"C0300720","MARJES CORPORATION","03/31/1955","CALIFORNIA","DOMESTIC STOCK","DISSOLVED","JESSIE WALKER
129 TURNSWORTH AVE
REDWOOD CITY CA 94062","1667 LAUREL ST
SAN CARLOS CA 94070","1667 LAUREL ST
SAN CARLOS CA 94070"
"C0300722","WALGER'S, INC.","03/31/1955","CALIFORNIA","DOMESTIC STOCK","DISSOLVED","DONALD DEGNER
6608 HOLLYWOOD BLVD
HOLLYWOOD CA 90028","6608 HOLLYWOOD BLVD
HOLLYWOOD CA 90028","6608 HOLLYWOOD BLVD
HOLLYWOOD CA 90028"
"C0300723","STERLING INVESTMENT CO.","03/31/1955","CALIFORNIA","DOMESTIC STOCK","FTB SUSPENDED","*","*","*"
"C0300724","SONNY SHALHOUB CO.","03/31/1955","CALIFORNIA","DOMESTIC STOCK","DISSOLVED","FRED J TURK
4032 WILSHIRE BLVD STE 407
LOS ANGELES CA 90010","*","1050 CAROLYN WY
BEVERLY HILLS CA 90210"
"C0300726","MENLO DRIVE IN, INC.","03/31/1955","CALIFORNIA","DOMESTIC STOCK","DISSOLVED","*","*","1050 EL CAMINO REAL
MENLO PARK CA 94025"
"C0300728","H. FLOYD BROWN, INC.","03/31/1955","CALIFORNIA","DOMESTIC STOCK","DISSOLVED","*","*","3272 MARKET STREET
RIVERSIDE CA 92501"
"C0300729","WATER SCIENCE TECHNOLOGIES, INC.","03/31/1955","CALIFORNIA","DOMESTIC STOCK","DISSOLVED","JOHN A ALEXANDER
12040 E FLORENCE AVE
SANTA FE SPRINGS CA 90670","12040 E FLORENCE AVE
SANTA FE SPRINGS CA 90670","12040 E FLORENCE AVE
SANTA FE SPRINGS CA 90670"
"C0300730","E. A. ROGERS CO.","03/31/1955","CALIFORNIA","DOMESTIC STOCK","FTB SUSPENDED","E A ROGERS
10551 E BENNETT
GRASS VALLEY CA 95945","*","P. O. BOX 1016
GRASS VALLEY CA 95945"
"C0300733","DELTA SHOWER DOOR, INC.","03/31/1955","CALIFORNIA","DOMESTIC STOCK","DISSOLVED","*","*","13609 SO. NORMANDIE AVE.
GARDENA CA 90249"
"C0300736","WONG & SHOEMAKER, INCORPORATED","03/31/1955","CALIFORNIA","DOMESTIC STOCK","FTB SUSPENDED","*","*","*"
"C0300737","WISWELL & DARE ROOFERS, INC.","03/31/1955","CALIFORNIA","DOMESTIC STOCK","FTB SUSPENDED","*","*","*"
"C0300738","WHEELER RIDGE ROCK CO.","03/31/1955","CALIFORNIA","DOMESTIC STOCK","FTB SUSPENDED","*","*","*"
"C0300739","ORR & ORR, INC.","03/31/1955","CALIFORNIA","DOMESTIC STOCK","DISSOLVED","*","*","*"
"C0300741","CURLEY-BATES CO.","03/31/1955","CALIFORNIA","DOMESTIC STOCK","DISSOLVED","GEORGE O SHELDON
1650 S AMPHLETT BLVD #228
SAN MATEO CA 94402","*","1650 S AMPHLETT BLVD #228
SAN MATEO CA 94402"
"C0300742","CIVIC CENTER SALES, INC.","03/31/1955","CALIFORNIA","DOMESTIC STOCK","FTB SUSPENDED","*","*","*"
"C0300743","THE BRIDE'S BOOK, INC.","03/31/1955","CALIFORNIA","DOMESTIC STOCK","FTB SUSPENDED","*","*","*"
"C0300744","BERGMAR, INC.","03/31/1955","CALIFORNIA","DOMESTIC STOCK","FTB SUSPENDED","*","*","*"
"C0300745","BELL DEVELOPMENT CO.","03/31/1955","CALIFORNIA","DOMESTIC STOCK","FTB SUSPENDED","*","*","*"
"C0300747","AN-CA PRODUCTIONS, INC.","03/31/1955","CALIFORNIA","DOMESTIC STOCK","FTB SUSPENDED","*","*","*"
"C0300750","NUNNELLEY-TUTTLE ENGINEERING COMPANY","03/31/1955","CALIFORNIA","DOMESTIC STOCK","FTB SUSPENDED","*","*","*"
"C0300752","DALE AERO PRODUCTS, INC.","03/31/1955","CALIFORNIA","DOMESTIC STOCK","FTB SUSPENDED","*","*","*"
"C0300753","ATLANTIC AVENUE CONSTRUCTION COMPANY, INC.","03/31/1955","CALIFORNIA","DOMESTIC STOCK","FTB SUSPENDED","*","*","*"
"C0300754","TEN ASSOCIATES, INC.","03/31/1955","CALIFORNIA","DOMESTIC STOCK","FTB SUSPENDED","*","*","*"
"C0300755","STARDUST RECORDS, INC.","03/31/1955","CALIFORNIA","DOMESTIC STOCK","FTB SUSPENDED","*","*","*"
"C0300756","ARIZONA NH3 SERVICE CO. INC.","03/31/1955","ARIZONA","FOREIGN STOCK","SURRENDER","J T WALLER
701 W 24TH ST
UPLAND CA 91784-8324","701 W 24TH ST
UPLAND CA 91784-8324","PO BOX 70
UPLAND CA 91785-0070"
"C0300759","THE COAST COMMUNITY COLLEGE DISTRICT FOUNDATION","03/31/1955","CALIFORNIA","DOMESTIC NONPROFIT","ACTIVE","LETITIA CLARK
1370 ADAMS AVE
COSTA MESA CA 92626","1370 ADAMS AVENUE
COSTA MESA CA 92626","1370 ADAMS AVE
COSTA MESA CA 92626"
"C0300760","IGLESIA BAUTISTA NUEVO NACIMIENTO DE WILMINGTON","03/31/1955","CALIFORNIA","DOMESTIC NONPROFIT","ACTIVE","ROSARIO GARCIA
931 FRIGATE AVE
WILMINGTON CA 90744","931 FRIGATE AVE
WILMINGTON CA 90744","931 FRIGATE AVE
WILMINGTON CA 90744"
"C0300761","AUTO-CHLOR SYSTEM OF SAN DIEGO AND ATLANTA, INC.","04/01/1955","TENNESSEE","FOREIGN STOCK","SURRENDER","C T CORPORATION SYSTEM (C0168406)
To find the most current California registered Corporate Agent for Service of Process address and authorized employee(s) information, click the link above and then select the most current 1505 Certificate.","1000 RIDGEWAY LOOP ROAD STE 100
MEMPHIS TN 38120","1000 RIDGEWAY LOOP ROAD STE 100
MEMPHIS TN 38120"
"C0300762","CHEROKEE VALLEY FARMS, INC.","04/01/1955","NEVADA","FOREIGN STOCK","FTB FORFEITED","*","*","PO BX 190
MI WUK VLG CA 95346"
"C0300763","WL LICENSE CORPORATION","04/01/1955","DELAWARE","FOREIGN STOCK","SURRENDER","*","*","*"
"C0300764","STEREO SOUND SOCIETY","04/01/1955","CALIFORNIA","DOMESTIC NONPROFIT","FTB SUSPENDED","*","*","*"
"C0300765","FAIRFAX LAND CO.","04/01/1955","CALIFORNIA","DOMESTIC STOCK","DISSOLVED","GEORGE E KEITER
258 S BEVERLY DR
BEVERLY HILLS CA 90212","*","258 S BEVERLY DR 2ND FLR
BEVERLY HILLS CA 90212"
"C0300770","FLORA LAND CO.","04/01/1955","CALIFORNIA","DOMESTIC STOCK","DISSOLVED","BYRON J WAYNE
2444 WILSHIRE BLVD STE 510
SANTA MONICA CA 90403","*","2444 WILSHIRE BLVD., RM. 510
SANTA MONICA CA 90403"
"C0300771","BOB'S STABLES, INC.","04/01/1955","CALIFORNIA","DOMESTIC STOCK","FTB SUSPENDED","*","*","*"
"C0300772","KFXM, INCORPORATED","04/01/1955","CALIFORNIA","DOMESTIC STOCK","DISSOLVED","*","*","*"
"C0300774","SYRACUSE CONSTRUCTION CO.","04/01/1955","CALIFORNIA","DOMESTIC STOCK","DISSOLVED","*","*","*"
"C0300778","CAPITAL LAND CO., INC.","04/01/1955","CALIFORNIA","DOMESTIC STOCK","FTB SUSPENDED","*","*","*"
"C0300779","CONVERTERS CORPORATION","04/01/1955","CALIFORNIA","DOMESTIC STOCK","FTB SUSPENDED","BYRON C ZIMAN
215 E WASHINGTON BLVD
LOS ANGELES CA 90015","215 E WASHINGTON BLVD
LOS ANGELES CA 90015","215 E WASHINGTON BLVD
LOS ANGELES CA 90015"
"C0300780","WORTHINGTON OIL & GAS CORPORATION","04/01/1955","CALIFORNIA","DOMESTIC STOCK","ACTIVE","LAWRENCE MILES JR.
3838 WATT AVE #301
SACRAMENTO CA 95821","5919 COUNTY RD 25
ORLAND CA 95963","5919 COUNTY RD 25
ORLAND CA 95963"
"C0300781","AV-LA, INC.","04/01/1955","CALIFORNIA","DOMESTIC STOCK","FTB SUSPENDED","*","*","*"
"C0300784","STERLING MORTGAGE & LOAN CORPORATION","04/01/1955","CALIFORNIA","DOMESTIC STOCK","FTB SUSPENDED","*","*","*"
"C0300785","SHRIMP BOAT","04/01/1955","CALIFORNIA","DOMESTIC STOCK","FTB SUSPENDED","*","*","1138 LEAVENWORTH ST
SAN FRAN CA 94109"
